fpl_id,opta_id,season_name,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts
381,118748,2013/14,65,55,31,501,2,1,2,2,0,0,0,1,0,0,3,25,0.0,0.0,0.0,0.0,0,0,0,0,0
381,118748,2014/15,65,60,3,33,0,0,0,3,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0,0,0,0,0
381,118748,2017/18,90,106,303,2905,32,12,15,29,0,0,1,1,0,0,26,881,1496.2,942.5,2109.0,454.4,0,0,0,0,0
381,118748,2018/19,130,132,259,3254,22,12,21,20,0,0,0,1,0,0,18,687,1186.8,973.9,2168.0,432.7,0,0,0,0,0
381,118748,2019/20,125,125,233,2879,19,10,16,26,0,0,0,1,0,0,26,661,1061.2,834.8,2156.0,405.1,0,0,0,0,0
381,118748,2020/21,120,129,231,3077,22,6,11,41,0,0,0,0,0,0,21,657,1056.0,825.7,1980.0,385.8,0,0,0,0,0
381,118748,2021/22,125,131,265,2758,23,14,17,22,0,0,1,1,0,0,29,756,1241.0,875.9,2230.0,434.8,0,0,0,0,0
381,118748,2022/23,130,131,239,3290,19,13,13,45,0,0,2,2,0,0,23,651,1067.4,899.2,1688.0,365.6,0,0,0,0,37
381,118748,2023/24,125,134,211,2531,18,12,8,30,0,0,2,2,0,0,24,621,1033.8,892.2,1531.0,346.0,0,0,0,0,28
381,118748,2024/25,125,136,344,3374,29,18,15,40,0,0,0,1,0,0,55,1133,1577.0,1199.2,1985.0,476.0,0,0,0,136,38
