fpl_id,opta_id,season_name,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts
614,101178,2012/13,45,43,22,493,0,1,0,16,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
614,101178,2013/14,45,40,60,1617,0,2,4,23,0,0,0,3,0,0,4,99,0.0,0.0,0.0,0.0,0,0,0,0,0
614,101178,2014/15,50,48,72,1476,1,8,6,15,0,0,0,0,1,0,2,266,0.0,0.0,0.0,0.0,0,0,0,0,0
614,101178,2015/16,60,55,80,1545,2,4,7,18,0,0,0,5,0,0,9,325,0.0,0.0,0.0,0.0,0,0,0,0,0
614,101178,2016/17,55,50,92,1883,4,4,9,26,0,0,0,4,0,0,5,377,427.4,729.1,448.0,160.7,0,0,0,0,0
614,101178,2017/18,55,49,84,1708,3,5,2,29,0,0,0,3,0,0,8,367,363.4,613.9,296.0,127.1,0,0,0,0,0
614,101178,2018/19,55,51,94,1940,7,0,3,41,1,0,0,4,0,0,15,390,592.0,695.8,387.0,167.4,0,0,0,0,0
614,101178,2019/20,60,57,117,3420,5,4,9,60,0,0,2,9,0,0,8,587,864.6,989.9,548.0,240.7,0,0,0,0,0
614,101178,2020/21,60,59,156,3420,8,7,9,68,0,0,1,5,0,0,17,772,940.0,971.2,355.0,226.5,0,0,0,0,0
614,101178,2021/22,65,64,159,3215,10,5,7,65,0,0,0,3,1,0,21,769,970.0,1170.6,413.0,255.5,0,0,0,0,0
614,101178,2022/23,65,61,142,3371,9,4,4,72,1,0,2,6,0,0,18,747,942.6,1165.6,343.0,245.2,0,0,0,0,38
614,101178,2023/24,60,57,146,3000,7,7,5,65,0,0,0,4,0,0,19,708,831.0,1023.5,324.0,217.5,0,0,0,0,34
614,101178,2024/25,65,61,51,1433,1,2,5,18,0,0,0,2,1,0,2,293,282.4,378.3,138.0,80.0,0,0,0,132,17
