fpl_id,opta_id,season_name,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts
419,114283,2011/12,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
419,114283,2012/13,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0
419,114283,2013/14,45,45,1,3,0,0,0,2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0
419,114283,2014/15,45,43,31,822,0,1,2,18,0,0,0,0,0,0,2,147,0.0,0.0,0.0,0.0,0,0,0,0,0
419,114283,2015/16,55,52,28,833,1,0,0,26,0,0,0,1,0,0,0,128,0.0,0.0,0.0,0.0,0,0,0,0,0
419,114283,2019/20,60,59,149,3233,8,7,7,63,0,0,1,8,0,0,19,601,826.6,1209.2,837.0,287.0,0,0,0,0,0
419,114283,2020/21,70,75,135,2183,6,12,12,28,0,0,0,6,0,0,13,531,707.4,1029.6,917.0,265.3,0,0,0,0,0
419,114283,2021/22,80,75,86,1910,3,3,15,8,0,0,0,3,0,0,2,359,394.4,730.6,923.0,204.8,0,0,0,0,0
419,114283,2022/23,70,71,121,2051,5,10,10,16,0,0,0,4,0,0,9,490,515.8,721.3,683.0,191.7,0,0,0,0,23
419,114283,2023/24,75,72,50,998,3,1,3,13,0,0,0,6,0,0,6,199,240.4,384.1,295.0,91.9,0,0,0,0,10
419,114283,2024/25,65,64,38,710,1,1,2,10,0,0,0,3,0,0,4,187,157.2,321.4,234.0,71.3,0,0,0,44,7
