fpl_id,opta_id,season_name,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts
511,485047,2024/25,45,45,36,891,0,0,3,14,0,0,0,5,0,0,2,125,205.2,10.8,22.0,24.0,0,0,0,112,6
511,485047,2025/26,45,43,53,1340,1,0,2,23,0,0,0,5,0,0,1,190,371.2,37.6,96.0,50.5,114,52,30,144,14
