fpl_id,opta_id,season_name,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts
314,229164,2023/24,50,48,84,1987,4,4,2,47,0,0,0,1,0,0,7,387,412.6,378.3,486.0,127.7,0,0,0,0,20
314,229164,2024/25,50,48,7,237,0,0,0,3,0,0,0,0,0,0,0,29,22.8,30.2,12.0,6.4,0,0,0,17,3
