fpl_id,fixture_fpl_id,gameweek,kickoff_time,was_home,opponent_team_fpl_id,opponent_team_name,team_h_score,team_a_score,modified,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,total_points,value,selected,transfers_in,transfers_out,transfers_balance
239,3,1,2026-08-22T14:00:00Z,True,8,Crystal Palace,2,0,False,11,0,0,0,0,0,0,0,0,0,0,0,0,6,4.8,11.8,2.0,1.9,0,0,1,1,1,60,11659,0,0,0
239,12,2,2026-08-29T14:00:00Z,False,3,Bournemouth,1,1,False,61,1,0,0,0,1,0,0,0,1,0,0,0,9,3.4,1.1,0.0,0.5,0,7,3,10,1,60,13621,1533,1649,-116
