fpl_id,fixture_fpl_id,gameweek,kickoff_time,was_home,opponent_team_fpl_id,opponent_team_name,team_h_score,team_a_score,modified,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,total_points,value,selected,transfers_in,transfers_out,transfers_balance
575,1,1,2026-08-21T19:00:00Z,False,1,Arsenal,3,0,False,61,1,0,0,0,3,0,0,0,1,0,0,0,2,0.0,3.1,0.0,0.0,0,3,0,3,1,50,23536,0,0,0
575,13,2,2026-08-29T14:00:00Z,True,11,Hull City,0,1,False,70,1,0,0,1,0,0,0,0,0,0,0,0,17,9.4,16.0,7.0,3.2,3,4,0,7,3,50,23711,997,2575,-1578
