fpl_id,fixture_fpl_id,gameweek,kickoff_time,was_home,opponent_team_fpl_id,opponent_team_name,team_h_score,team_a_score,modified,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,total_points,value,selected,transfers_in,transfers_out,transfers_balance
91,2,1,2026-08-22T16:30:00Z,True,19,Spurs,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,45,7000,0,0,0
91,13,2,2026-08-29T14:00:00Z,True,11,Hull City,0,1,False,12,0,0,0,0,1,0,0,0,0,0,0,0,-1,3.8,0.7,0.0,0.5,2,0,0,2,1,45,7757,574,971,-397
