fpl_id,fixture_fpl_id,gameweek,kickoff_time,was_home,opponent_team_fpl_id,opponent_team_name,team_h_score,team_a_score,modified,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,total_points,value,selected,transfers_in,transfers_out,transfers_balance
281,4,1,2026-08-22T11:30:00Z,True,16,Man Utd,2,0,False,20,0,0,0,0,0,0,0,0,0,0,0,0,4,2.2,0.0,1.0,0.3,2,2,1,3,1,40,1668,0,0,0
281,13,2,2026-08-29T14:00:00Z,False,7,Coventry City,0,1,False,45,0,0,0,0,0,0,0,0,0,0,0,0,4,4.2,0.4,0.0,0.5,3,2,0,3,1,40,7175,1108,413,695
