fpl_id,fixture_fpl_id,gameweek,kickoff_time,was_home,opponent_team_fpl_id,opponent_team_name,team_h_score,team_a_score,modified,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,total_points,value,selected,transfers_in,transfers_out,transfers_balance
429,4,1,2026-08-22T11:30:00Z,False,11,Hull City,2,0,False,45,0,0,0,0,0,0,0,0,0,0,0,0,9,11.6,48.6,4.0,6.4,0,1,0,1,1,70,134653,0,0,0
429,18,2,2026-08-30T15:30:00Z,True,12,Ipswich Town,5,2,False,79,1,0,0,0,1,0,0,0,0,0,0,0,17,16.0,34.3,58.0,10.8,0,3,3,6,2,70,165554,15064,22078,-7014
